id,submitdate,lastpage,startlanguage,startdate,datestamp,Country,Country[other],Discipline[A2],Discipline[A3],Discipline[A4],Discipline[A6],Discipline[A1],Discipline[A5],Discipline[other],Gender,CareerStatus,CareerStatus[other],Institution,Institution[other],NPublishedCor,PDepositedCor,CorSomeComparison[A1],CorSomeComparison[A2],CorSomeComparison[A3],CorSomeComparison[A4],CorSomeComparison[A5],CorSomeComparison[A6],CorSomeDeposited[A1],CorSomeDeposited[A2],CorSomeDeposited[A3],CorSomeDeposited[A4],CorSomeDeposited[A5],CorSomeDeposited[A6],CorSomeDeposited[A7],CorSomeDeposited[A8],CorSomeDeposited[A9],CorSomeDeposited[A10],CorSomeDeposited[A11],CorSomeDeposited[A12],CorSomeDeposited[A13],CorAllDeposited[A1],CorAllDeposited[A2],CorAllDeposited[A3],CorAllDeposited[A4],CorAllDeposited[A5],CorAllDeposited[A6],CorAllDeposited[A7],CorAllDeposited[A8],CorAllDeposited[A9],CorAllDeposited[A10],CorAllDeposited[A11],CorAllDeposited[A12],CorAllDeposited[A13],CorSomeNotDeposited[A1],CorSomeNotDeposited[A2],CorSomeNotDeposited[A3],CorSomeNotDeposited[A4],CorSomeNotDeposited[A5],CorSomeNotDeposited[A6],CorSomeNotDeposited[A7],CorSomeNotDeposited[A8],CorSomeNotDeposited[A9],CorNoneNotDeposited[A1],CorNoneNotDeposited[A2],CorNoneNotDeposited[A3],CorNoneNotDeposited[A4],CorNoneNotDeposited[A5],CorNoneNotDeposited[A6],CorNoneNotDeposited[A7],CorNoneNotDeposited[A8],CorNoneNotDeposited[A9],interviewtime,groupTime1264,CountryTime,DisciplineTime,GenderTime,CareerStatusTime,InstitutionTime,groupTime1262,NPublishedCorTime,PDepositedCorTime,groupTime1263,CorSomeComparisonTime,CorComparisonFreeTime,CorSomeDepositedTime,CorAllDepositedTime,CorDepositedFreeTime,CorSomeNotDepositedTime,CorNoneNotDepositedTime,CorNotDepositedFreeTime,groupTime1265,FeedbackSurveyTime,FollowUpParticipantTime,FollowUpEmailTime
248,,2.0,en,2020-12-05 01:20:37,2020-12-05 01:21:55,China,,No,No,No,No,No,No,Space physics,Male,Postdoctoral researcher,,University,,11-20,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.11,33.38,,,,,,45.73,,,,,,,,,,,,,,,
249,,1.0,en,2020-12-05 05:44:45,2020-12-05 05:45:25,India,,No,No,No,No,No,No,Hydrology,Female,Assistant Professor,,University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.06,40.06,,,,,,,,,,,,,,,,,,,,,
251,2020-12-05 07:45:38,4.0,en,2020-12-05 07:35:48,2020-12-05 07:45:38,Iran (Islamic Republic of),,No,No,No,No,Yes,No,ocean engineering,Male,Professor,,University,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,592.42,186.14,,,,,,130.84,,,208.58,,,,,,,,,66.86,,,
252,,2.0,en,2020-12-05 08:11:13,2020-12-05 08:14:24,China,,No,No,No,No,No,No,Planetary Science,Female,Postdoctoral researcher,,University,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.69,120.98,,,,,,70.71,,,,,,,,,,,,,,,
253,,2.0,en,2020-12-05 09:26:53,2020-12-05 09:28:11,Germany,,No,No,No,Yes,No,No,,Male,Other,Senior Research Scientist,Non-university research institution,,11-20,Some of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.39,63.48,,,,,,15.91,,,,,,,,,,,,,,,
254,2020-12-05 16:40:59,4.0,en,2020-12-05 16:31:36,2020-12-05 16:40:59,Denmark,,No,No,No,No,No,No,Physics,Male,Associate Professor,,University,,11-20,Some of these articles were also deposited as preprints*,Neutral,Agree,Strongly disagree,Neutral,Neutral,Neutral,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Strongly disagree,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly disagree,,,,,,,,,,565.33,44.08,,,,,,107.91,,,292.46,,,,,,,,,120.88,,,
255,2020-12-06 02:58:49,4.0,en,2020-12-06 02:53:15,2020-12-06 02:58:49,Brazil,,No,No,No,No,No,No,Materials Science,Male,Postdoctoral researcher,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,336.19,55.66,,,,,,17.29,,,213.47,,,,,,,,,49.77,,,
256,2020-12-06 05:57:42,4.0,en,2020-12-06 05:51:42,2020-12-06 05:57:42,Cuba,,No,Yes,No,No,No,No,,Male,Postdoctoral researcher,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,362.49,90.93,,,,,,121.31,,,129.29,,,,,,,,,20.96,,,
257,2020-12-06 22:33:01,4.0,en,2020-12-06 22:28:55,2020-12-06 22:33:01,Italy,,No,No,Yes,Yes,No,No,,Female,Other,researcher,Non-university research institution,,11-20,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,,,,,,,,,,,,,,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,,,,,,,,,,246.81,38.43,,,,,,38.97,,,161.07,,,,,,,,,8.34,,,
259,2020-12-07 10:48:41,4.0,en,2020-12-07 10:46:47,2020-12-07 10:48:41,Norway,,No,No,No,No,No,No,Paleontology,Female,Associate Professor,,University,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Agree,115.23,37.21,,,,,,14.71,,,45.2,,,,,,,,,18.11,,,
261,2020-12-07 15:31:31,4.0,en,2020-12-07 15:29:29,2020-12-07 15:31:31,United States of America,,No,Yes,No,No,No,No,,Female,Assistant Professor,,University,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,124.4,56.8,,,,,,19.68,,,40.54,,,,,,,,,7.38,,,
262,2020-12-07 16:23:14,4.0,en,2020-12-07 16:21:00,2020-12-07 16:23:14,France,,No,No,No,No,No,Yes,PALEOBIOLOGY,Female,Postdoctoral researcher,,University,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,135.64,41.77,,,,,,17.69,,,45.08,,,,,,,,,31.1,,,
263,2020-12-07 20:00:49,4.0,en,2020-12-07 19:54:34,2020-12-07 20:00:49,United States of America,,No,Yes,No,No,No,No,,Female,Assistant Professor,,Non-university research institution,,11-20,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,,,,,,,,,,377.21,30.6,,,,,,131.12,,,206.56,,,,,,,,,8.93,,,
264,2020-12-08 03:08:54,4.0,en,2020-12-08 03:02:33,2020-12-08 03:08:54,Singapore,,No,Yes,No,No,No,No,,Female,PhD student,,University,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Disagree,382.89,49.53,,,,,,25.75,,,184.01,,,,,,,,,123.6,,,
265,2020-12-08 12:52:48,4.0,en,2020-12-08 12:43:40,2020-12-08 12:52:48,Nigeria,,No,No,No,No,No,No,Geosciences,Male,Assistant Professor,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,549.74,89.55,,,,,,88.5,,,319.62,,,,,,,,,52.07,,,
267,2020-12-09 10:39:24,4.0,en,2020-12-09 10:35:05,2020-12-09 10:39:24,Finland,,No,Yes,No,Yes,No,No,,Female,Postdoctoral researcher,,Non-university research institution,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,261.71,42.88,,,,,,80.64,,,124.45,,,,,,,,,13.74,,,
268,,,en,2020-12-09 18:32:21,2020-12-09 18:32:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
269,2020-12-09 18:45:42,4.0,en,2020-12-09 18:39:54,2020-12-09 18:45:42,Brazil,,No,No,No,Yes,No,No,,Male,Professor,,University,,21+,Some of these articles were also deposited as preprints*,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,,,,,,,,,,,,,,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,350.77,49.86,,,,,,29.69,,,242.04,,,,,,,,,29.18,,,
270,2020-12-09 21:11:08,4.0,en,2020-12-09 21:06:18,2020-12-09 21:11:07,Colombia,,No,No,Yes,No,No,No,,Male,PhD student,,Non-university research institution,,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,291.33,51.34,,,,,,30.72,,,195.27,,,,,,,,,14.0,,,
271,2020-12-10 22:03:48,4.0,en,2020-12-10 21:58:11,2020-12-10 22:03:48,Colombia,,No,Yes,No,Yes,No,No,Fisheries,Male,Professor,,University,,11-20,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,338.94,54.1,,,,,,28.7,,,232.62,,,,,,,,,23.52,,,
272,,,en,2020-12-11 05:23:41,2020-12-11 05:23:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
273,2020-12-11 10:32:06,4.0,en,2020-12-11 10:27:07,2020-12-11 10:32:06,the United Kingdom of Great Britain and Northern Ireland,,No,Yes,No,No,No,No,Freshwater ecology,Male,Postdoctoral researcher,,Non-university research institution,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Neutral,Strongly disagree,Neutral,Disagree,Disagree,Disagree,Strongly disagree,300.49,65.99,,,,,,124.27,,,77.88,,,,,,,,,32.35,,,
274,2020-12-11 11:46:22,4.0,en,2020-12-11 11:42:23,2020-12-11 11:46:22,Spain,,No,No,No,No,No,Yes,,Female,Professor,,University,,21+,Some of these articles were also deposited as preprints*,Strongly agree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,241.57,42.94,,,,,,19.52,,,162.13,,,,,,,,,16.98,,,
275,,,en,2020-12-11 11:54:40,2020-12-11 11:54:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
276,2020-12-13 23:19:56,4.0,en,2020-12-13 23:13:36,2020-12-13 23:19:56,United States of America,,No,No,No,No,No,No,Planetary Geology,Female,Assistant Professor,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,381.07,25.65,,,,,,258.04,,,75.3,,,,,,,,,22.08,,,
277,2020-12-14 12:17:42,4.0,en,2020-12-14 12:06:27,2020-12-14 12:17:42,the United Kingdom of Great Britain and Northern Ireland,,No,Yes,No,No,No,No,,Female,Other,Senior scientist at governmental research institute,Non-university research institution,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Strongly disagree,Neutral,676.63,87.52,,,,,,178.52,,,396.33,,,,,,,,,14.26,,,
278,2020-12-14 15:18:17,4.0,en,2020-12-14 15:16:30,2020-12-14 15:18:17,the United Kingdom of Great Britain and Northern Ireland,,No,Yes,No,No,No,No,,Female,Postdoctoral researcher,,Non-university research institution,,1-2,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,108.13,24.99,,,,,,17.59,,,56.27,,,,,,,,,9.28,,,
279,2020-12-14 22:24:00,4.0,en,2020-12-14 22:19:43,2020-12-14 22:24:00,the United Kingdom of Great Britain and Northern Ireland,,No,No,No,No,Yes,No,,Other,Other,Senior Scientist,Non-university research institution,,6-10,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,258.59,73.64,,,,,,15.48,,,146.03,,,,,,,,,23.44,,,
280,2020-12-17 14:20:41,4.0,en,2020-12-17 14:17:48,2020-12-17 14:20:41,Brazil,,No,No,No,Yes,No,No,,Female,Professor,,University,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Neutral,174.32,36.02,,,,,,31.12,,,75.95,,,,,,,,,31.23,,,
281,,,en,2020-12-17 14:18:15,2020-12-17 14:18:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
282,,2.0,en,2020-12-17 14:20:01,2020-12-17 14:22:24,Lebanon,,No,Yes,No,No,No,No,,Male,Assistant Professor,,Other,Independant researcher,6-10,Some of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.33,58.35,,,,,,85.98,,,,,,,,,,,,,,,
283,2020-12-17 14:25:34,4.0,en,2020-12-17 14:20:24,2020-12-17 14:25:34,Turkey,,Yes,Yes,No,Yes,Yes,No,,Male,Professor,,University,,21+,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,,,,,,,,,,,,,,,,,,,312.4,54.7,,,,,,58.25,,,163.92,,,,,,,,,35.53,,,
284,2020-12-17 14:27:24,4.0,en,2020-12-17 14:21:19,2020-12-17 14:27:24,India,,No,No,No,No,No,No,Water management,Male,Assistant Professor,,University,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,367.39,40.14,,,,,,26.8,,,63.69,,,,,,,,,236.76,,,
285,2020-12-17 14:50:25,4.0,en,2020-12-17 14:22:39,2020-12-17 14:50:25,Denmark,,No,No,No,No,No,No,Environmental Scienc,Male,Professor,,University,,21+,Some of these articles were also deposited as preprints*,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Strongly agree,Neutral,Agree,Neutral,,,,,,,,,,,,,,Neutral,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,,,,,,,,,,1667.73,48.25,,,,,,36.39,,,1510.48,,,,,,,,,72.61,,,
286,2020-12-17 14:39:34,4.0,en,2020-12-17 14:25:57,2020-12-17 14:39:34,the United Kingdom of Great Britain and Northern Ireland,,No,Yes,No,No,No,No,Marine policy,Male,Other,Scientific and policy adviser for governments,Other,Inter-governmental,11-20,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Disagree,Strongly agree,Agree,Disagree,Neutral,Neutral,Disagree,,,,,,,,,,,,,,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,818.7,119.01,,,,,,175.2,,,424.55,,,,,,,,,99.94,,,
287,2020-12-17 14:33:18,4.0,en,2020-12-17 14:27:05,2020-12-17 14:33:18,India,,No,Yes,No,No,No,No,,Male,Postdoctoral researcher,,Non-university research institution,,11-20,Some of these articles were also deposited as preprints*,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,,,,,,,,,,374.69,48.68,,,,,,31.35,,,261.14,,,,,,,,,33.52,,,
288,,,en,2020-12-17 14:28:11,2020-12-17 14:28:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
289,,0.0,en,2020-12-17 14:30:29,2020-12-17 14:30:44,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.51,15.51,,,,,,,,,,,,,,,,,,,,,
290,2020-12-17 14:50:44,4.0,en,2020-12-17 14:31:14,2020-12-17 14:50:44,Peru,,No,Yes,No,No,No,No,,Male,Other,researcher,Non-university research institution,,1-2,All of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,1171.31,88.08,,,,,,73.22,,,894.21,,,,,,,,,115.8,,,
291,2020-12-17 14:34:33,4.0,en,2020-12-17 14:32:20,2020-12-17 14:34:33,United States of America,,No,Yes,No,No,No,No,,Male,Assistant Professor,,University,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Disagree,134.96,26.17,,,,,,25.78,,,66.95,,,,,,,,,16.06,,,
292,,2.0,en,2020-12-17 14:32:35,2020-12-17 14:34:05,Germany,,No,No,No,No,Yes,No,,Male,Postdoctoral researcher,,Non-university research institution,,6-10,Some of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.34,58.25,,,,,,32.09,,,,,,,,,,,,,,,
293,2020-12-17 14:38:34,4.0,en,2020-12-17 14:33:38,2020-12-17 14:38:34,Canada,,No,No,No,No,No,No,Geochemistry ,Male,Associate Professor,,University,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Neutral,Agree,Strongly disagree,297.93,132.18,,,,,,18.76,,,115.7,,,,,,,,,31.29,,,
294,2020-12-17 14:38:30,4.0,en,2020-12-17 14:34:24,2020-12-17 14:38:30,Philippines,,No,Yes,No,No,No,No,,Male,Masters student,,Other,State college,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Disagree,Neutral,Neutral,Neutral,247.88,72.66,,,,,,57.78,,,91.1,,,,,,,,,26.34,,,
295,,,en,2020-12-17 14:35:09,2020-12-17 14:35:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
296,2020-12-17 14:38:15,4.0,en,2020-12-17 14:36:21,2020-12-17 14:38:15,United States of America,,Yes,Yes,No,No,No,No,,Female,Professor,,University,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,116.43,34.91,,,,,,12.51,,,66.29,,,,,,,,,2.72,,,
297,2020-12-17 14:41:33,4.0,en,2020-12-17 14:37:01,2020-12-17 14:41:33,United States of America,,Yes,No,No,No,No,No,,Male,Professor,,University,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Neutral,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Neutral,274.03,47.59,,,,,,58.44,,,139.6,,,,,,,,,28.4,,,
298,,,en,2020-12-17 14:37:19,2020-12-17 14:37:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
299,2020-12-17 14:41:28,4.0,en,2020-12-17 14:37:48,2020-12-17 14:41:28,United States of America,,No,No,No,Yes,No,No,Atmospheric Chemistry,Male,Professor,,University,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,Neutral,Disagree,221.41,49.06,,,,,,15.54,,,145.17,,,,,,,,,11.64,,,
300,2020-12-17 14:46:07,4.0,en,2020-12-17 14:38:02,2020-12-17 14:46:07,United States of America,,No,No,No,No,Yes,No,,Male,Other,Associate Scientist,University,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Neutral,487.28,71.65,,,,,,63.73,,,295.29,,,,,,,,,56.61,,,
301,2020-12-17 14:46:54,4.0,en,2020-12-17 14:44:53,2020-12-17 14:46:54,United States of America,,No,No,No,No,Yes,No,,Female,Postdoctoral researcher,,University,,3-5,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,122.55,33.68,,,,,,22.93,,,59.21,,,,,,,,,6.73,,,
302,2020-12-17 14:47:19,4.0,en,2020-12-17 14:44:59,2020-12-17 14:47:19,Other,Taiwan,No,No,No,No,Yes,No,,Male,Other,Researcher,Non-university research institution,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,142.49,74.96,,,,,,26.66,,,26.58,,,,,,,,,14.29,,,
303,2020-12-17 14:50:24,4.0,en,2020-12-17 14:45:03,2020-12-17 14:50:24,Iran (Islamic Republic of),,No,No,No,No,No,No,Environmental Engineering,Male,Professor,,University,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,324.08,71.52,,,,,,42.88,,,188.78,,,,,,,,,20.9,,,
304,2020-12-17 14:50:52,4.0,en,2020-12-17 14:48:53,2020-12-17 14:50:52,Italy,,No,No,Yes,No,No,No,,Male,Associate Professor,,University,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,120.72,35.83,,,,,,25.42,,,47.83,,,,,,,,,11.64,,,
305,2020-12-17 14:55:49,4.0,en,2020-12-17 14:49:07,2020-12-17 14:55:49,Germany,,No,No,No,No,No,No,fisheries science,Male,Postdoctoral researcher,,Non-university research institution,,6-10,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Neutral,345.02,62.64,,,,,,144.2,,,121.71,,,,,,,,,16.47,,,
306,2020-12-17 14:52:54,4.0,en,2020-12-17 14:50:12,2020-12-17 14:52:54,India,,Yes,No,No,No,No,No,,Male,Associate Professor,,Non-university research institution,,21+,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Neutral,Agree,Agree,Disagree,Neutral,Strongly agree,Disagree,Neutral,165.06,31.89,,,,,,27.72,,,84.86,,,,,,,,,20.59,,,
307,2020-12-17 14:56:50,4.0,en,2020-12-17 14:51:29,2020-12-17 14:56:50,China,,No,No,Yes,No,No,No,,Male,Assistant Professor,,University,,11-20,None of these articles were also deposited as preprints*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,323.17,143.2,,,,,,56.56,,,94.59,,,,,,,,,28.82,,,
